id_venda;data;id_produto;id_empregado;quantidade;valor_unitario;valor_total
505;21/02/2023;102;88;1;351.74;351.74
506;16/02/2023;159;46;6;475.29;2851.74
507;26/01/2023;114;5;2;;
508;23/02/2023;161;50;4;634.61;2538.44
509;15/01/2023;61;21;6;534.36;3206.16
510;;62;86;5;624.7;3123.5
510;;62;86;5;624.7;3123.5
511;15/02/2023;141;95;2;551.39;1102.78
511;15/02/2023;141;95;2;551.39;1102.78
512;03/04/2023;8;44;3;174.09;522.27
513;16/03/2023;77;50;1;145.63;145.63
514;09/03/2023;99;48;6;117.8;706.8
514;09/03/2023;99;48;6;117.8;706.8
515;31/03/2023;190;76;8;714.61;5716.88
516;19/01/2023;55;82;5;442.63;2213.15
517;18/04/2023;115;29;10;24.05;240.5
518;12/02/2023;80;66;2;701.33;1402.66
519;21/05/2023;106;8;2;759.74;1519.48
520;;94;65;4;;
521;25/03/2023;88;86;7;783.54;5484.78
522;14/06/2023;74;36;6;607.03;3642.18
523;05/06/2023;170;43;5;383.22;1916.1
524;14/04/2023;66;55;5;229.86;1149.3
525;22/01/2023;101;27;8;810.19;6481.52
526;18/04/2023;141;45;9;408.74;3678.66
527;04/06/2023;34;1;10;902.37;9023.7
528;08/03/2023;148;94;9;763.4;6870.6
529;13/04/2023;91;90;3;67.13;201.39
530;;116;93;1;789.67;789.67
531;23/03/2023;68;65;4;578.1;2312.4
532;03/06/2023;109;20;2;903.21;1806.42
533;28/03/2023;10;59;4;;
534;02/05/2023;193;17;9;48.54;436.86
535;18/06/2023;68;69;6;868.1;5208.6
536;09/04/2023;76;26;8;584.29;4674.32
537;16/02/2023;71;26;3;289.67;869.01
538;12/05/2023;23;84;8;406.93;3255.44
539;16/05/2023;41;19;2;212.63;425.26
540;;68;15;7;42.48;297.36
540;;68;15;7;42.48;297.36
541;21/04/2023;24;27;3;511.85;1535.55
542;13/06/2023;24;24;8;57.16;457.28
543;03/02/2023;185;49;10;826.54;8265.4
544;26/04/2023;23;69;7;54.95;384.65
545;26/02/2023;188;54;5;767.89;3839.45
546;11/04/2023;57;10;6;;
547;15/06/2023;85;61;8;233.86;1870.88
548;28/06/2023;86;47;4;238.11;952.44
549;07/02/2023;164;41;4;967.18;3868.72
550;;58;50;5;761.48;3807.4
551;04/06/2023;179;78;5;715.5;3577.5
552;03/05/2023;47;100;9;377.23;3395.07
553;22/01/2023;54;21;7;228.28;1597.96
554;28/02/2023;31;42;8;664.4;5315.2
555;11/06/2023;9;81;10;30.46;304.6
555;11/06/2023;9;81;10;30.46;304.6
556;17/01/2023;68;48;10;487.05;4870.5
556;17/01/2023;68;48;10;487.05;4870.5
557;03/05/2023;149;65;4;635.84;2543.36
558;22/03/2023;127;88;9;180.37;1623.33
559;14/04/2023;15;96;2;;
560;;1;23;7;467.1;3269.7
561;06/05/2023;57;81;10;731.69;7316.9
562;14/03/2023;141;70;2;809.0;1618.0
563;03/01/2023;81;63;6;668.49;4010.94
564;24/06/2023;109;55;1;729.79;729.79
565;15/01/2023;100;32;1;318.86;318.86
566;24/03/2023;43;35;4;390.51;1562.04
567;02/02/2023;14;34;8;799.57;6396.56
568;28/02/2023;157;83;7;242.62;1698.34
569;26/06/2023;168;83;6;550.97;3305.82
570;;27;80;5;509.75;2548.75
571;05/03/2023;190;99;6;127.31;763.86
572;21/03/2023;123;43;3;;
573;05/04/2023;196;44;10;810.7;8107.0
574;22/01/2023;115;57;7;323.38;2263.66
575;29/04/2023;195;16;5;80.18;400.9
576;13/03/2023;124;97;7;907.03;6349.21
577;22/02/2023;75;5;1;29.6;29.6
578;05/01/2023;57;28;1;935.64;935.64
579;28/02/2023;33;62;5;77.67;388.35
580;;19;86;2;438.44;876.88
581;16/02/2023;167;68;5;81.39;406.95
582;15/05/2023;79;87;1;645.32;645.32
583;23/02/2023;148;29;7;424.15;2969.05
584;15/04/2023;57;8;8;283.56;2268.48
585;03/03/2023;157;74;10;;
586;27/02/2023;69;28;1;112.09;112.09
587;18/06/2023;177;91;9;740.51;6664.59
588;11/05/2023;10;98;1;403.64;403.64
589;02/01/2023;124;24;9;742.76;6684.84
590;;154;43;10;692.88;6928.8
591;06/06/2023;20;91;7;86.21;603.47
592;18/04/2023;147;84;9;101.15;910.35
593;07/06/2023;53;34;3;652.02;1956.06
594;27/01/2023;10;73;6;965.37;5792.22
595;11/03/2023;187;100;1;675.34;675.34
596;06/03/2023;83;26;2;867.43;1734.86
597;20/03/2023;59;22;9;163.28;1469.52
598;17/02/2023;149;22;3;;
599;25/01/2023;28;65;4;704.13;2816.52
600;;7;49;1;391.76;391.76
601;09/05/2023;138;36;9;455.75;4101.75
602;16/04/2023;160;32;9;841.4;7572.6
603;25/05/2023;74;27;6;977.24;5863.44
604;26/03/2023;127;25;6;333.77;2002.62
605;14/03/2023;155;26;4;440.06;1760.24
606;17/01/2023;43;41;3;593.56;1780.68
607;17/06/2023;39;23;10;703.86;7038.6
608;04/03/2023;110;69;4;23.61;94.44
609;02/03/2023;178;67;2;71.9;143.8
610;;16;82;10;601.12;6011.2
611;18/05/2023;82;38;7;;
612;04/03/2023;77;46;3;498.57;1495.71
613;06/03/2023;120;91;3;620.62;1861.86
614;14/03/2023;134;89;8;77.77;622.16
615;28/01/2023;97;54;7;276.16;1933.12
616;25/02/2023;187;85;5;669.8;3349.0
617;17/04/2023;123;60;2;633.94;1267.88
618;13/06/2023;114;37;6;433.33;2599.98
619;30/05/2023;139;58;2;826.5;1653.0
620;;135;61;9;209.09;1881.81
621;09/05/2023;55;3;6;38.03;228.18
622;09/05/2023;102;38;6;658.62;3951.72
623;13/05/2023;92;21;5;168.86;844.3
624;19/04/2023;47;84;2;;
625;10/03/2023;129;68;3;119.33;357.99
626;02/06/2023;21;61;8;557.85;4462.8
627;02/06/2023;55;46;10;830.27;8302.7
628;05/02/2023;110;49;7;953.29;6673.03
629;21/03/2023;97;85;10;278.78;2787.8
630;;109;35;9;86.86;781.74
631;28/04/2023;5;42;7;201.92;1413.44
632;07/06/2023;57;86;7;839.53;5876.71
633;14/06/2023;87;13;9;168.76;1518.84
634;31/05/2023;45;17;4;237.3;949.2
635;14/05/2023;108;18;7;11.97;83.79
636;07/06/2023;126;32;6;545.96;3275.76
637;02/05/2023;138;36;10;;
638;28/01/2023;11;78;2;524.03;1048.06
638;28/01/2023;11;78;2;524.03;1048.06
639;07/05/2023;147;15;7;67.15;470.05
640;;137;47;8;620.14;4961.12
641;19/01/2023;195;74;1;434.65;434.65
642;06/06/2023;178;98;8;705.12;5640.96
643;09/05/2023;162;93;3;551.22;1653.66
644;02/03/2023;157;39;1;500.75;500.75
645;12/03/2023;13;69;8;695.15;5561.2
646;07/01/2023;58;49;10;896.72;8967.2
647;03/03/2023;17;43;7;425.08;2975.56
648;11/05/2023;29;32;9;676.51;6088.59
649;25/01/2023;54;28;10;260.74;2607.4
650;;120;56;9;;
651;27/03/2023;80;41;1;470.4;470.4
652;28/04/2023;199;78;3;136.11;408.33
653;18/06/2023;173;15;3;822.39;2467.17
654;23/06/2023;30;57;3;23.23;69.69
655;08/05/2023;48;66;8;25.35;202.8
656;14/04/2023;36;79;8;878.58;7028.64
657;22/06/2023;82;66;4;651.83;2607.32
658;03/05/2023;67;83;6;439.14;2634.84
659;05/03/2023;40;59;3;357.02;1071.06
660;;60;75;7;375.88;2631.16
661;06/04/2023;91;30;10;356.45;3564.5
662;18/02/2023;137;92;2;665.07;1330.14
663;02/03/2023;48;25;2;;
664;27/02/2023;101;45;4;768.85;3075.4
665;09/04/2023;192;44;7;680.7;4764.9
666;07/05/2023;134;29;7;665.86;4661.02
667;11/05/2023;21;64;10;909.15;9091.5
668;03/03/2023;170;76;10;890.24;8902.4
669;11/01/2023;54;16;10;420.82;4208.2
670;;57;40;8;592.62;4740.96
671;18/05/2023;44;11;2;430.6;861.2
672;27/06/2023;140;90;1;588.82;588.82
673;23/04/2023;128;62;7;662.92;4640.44
674;15/06/2023;195;94;6;537.92;3227.52
675;05/06/2023;149;13;1;533.44;533.44
676;15/05/2023;22;74;4;;
677;12/05/2023;23;70;7;779.02;5453.14
678;11/04/2023;84;76;8;97.5;780.0
679;01/01/2023;165;63;1;438.02;438.02
680;;149;96;6;43.34;260.04
681;01/03/2023;120;46;3;826.08;2478.24
682;25/02/2023;110;59;2;785.93;1571.86
683;06/06/2023;199;77;8;332.04;2656.32
684;08/01/2023;75;97;6;103.38;620.28
685;07/02/2023;176;27;6;709.77;4258.62
686;31/01/2023;91;96;4;904.06;3616.24
687;01/04/2023;163;95;10;15.66;156.6
688;29/05/2023;182;75;1;961.55;961.55
689;04/02/2023;86;38;5;;
690;;100;32;8;627.51;5020.08
691;09/04/2023;3;80;7;838.75;5871.25
692;18/05/2023;83;25;5;865.79;4328.95
693;07/05/2023;19;43;4;990.77;3963.08
694;20/06/2023;153;20;2;710.32;1420.64
695;19/05/2023;110;98;3;869.73;2609.19
696;28/02/2023;133;51;7;622.34;4356.38
697;12/05/2023;113;42;5;981.31;4906.55
698;14/01/2023;32;11;4;940.53;3762.12
699;30/04/2023;75;21;2;368.81;737.62
700;;59;89;5;63.85;319.25
701;30/05/2023;83;65;9;79.1;711.9
702;04/01/2023;193;15;7;;
703;24/06/2023;93;46;8;708.09;5664.72
704;22/04/2023;161;59;2;28.95;57.9
705;15/06/2023;131;28;8;804.78;6438.24
706;13/01/2023;66;37;8;954.0;7632.0
707;05/02/2023;182;26;1;284.24;284.24
708;12/02/2023;150;20;8;103.96;831.68
709;07/06/2023;128;84;8;75.86;606.88
710;;174;62;4;253.82;1015.28
711;25/06/2023;155;53;7;506.56;3545.92
712;14/03/2023;163;51;7;293.65;2055.55
713;29/04/2023;57;8;4;224.06;896.24
714;20/01/2023;124;53;5;71.77;358.85
715;12/01/2023;177;17;7;;
716;27/05/2023;11;98;10;938.59;9385.9
717;27/02/2023;34;20;2;422.06;844.12
718;18/05/2023;160;52;2;275.88;551.76
719;06/02/2023;126;40;5;534.58;2672.9
719;06/02/2023;126;40;5;534.58;2672.9
720;;56;23;8;445.34;3562.72
721;16/05/2023;93;94;8;215.2;1721.6
722;08/02/2023;28;49;8;138.38;1107.04
723;05/02/2023;101;26;4;677.25;2709.0
724;23/03/2023;192;38;6;899.26;5395.56
725;22/01/2023;130;31;8;163.38;1307.04
726;15/02/2023;96;62;7;709.61;4967.27
727;10/01/2023;168;24;5;483.71;2418.55
728;21/06/2023;112;60;3;;
729;26/02/2023;183;53;7;91.45;640.15
730;;22;13;8;370.17;2961.36
731;25/04/2023;168;17;9;578.54;5206.86
732;04/03/2023;167;13;10;320.74;3207.4
733;09/02/2023;148;90;1;767.51;767.51
734;17/03/2023;172;38;5;494.5;2472.5
735;17/02/2023;18;16;3;661.5;1984.5
736;30/03/2023;62;13;7;701.55;4910.85
737;14/05/2023;77;60;1;819.68;819.68
738;23/02/2023;132;39;10;870.91;8709.1
738;23/02/2023;132;39;10;870.91;8709.1
739;09/06/2023;187;63;8;378.45;3027.6
740;;53;94;6;856.16;5136.96
741;05/06/2023;131;98;3;;
742;15/06/2023;200;72;6;607.81;3646.86
743;01/02/2023;99;10;9;787.79;7090.11
744;17/03/2023;177;59;3;895.05;2685.15
745;30/03/2023;127;41;5;183.37;916.85
745;30/03/2023;127;41;5;183.37;916.85
746;07/05/2023;150;4;5;875.33;4376.65
747;20/01/2023;81;54;10;794.67;7946.7
748;23/05/2023;17;24;4;463.74;1854.96
749;19/04/2023;23;46;10;244.71;2447.1
750;;111;59;8;215.47;1723.76
751;05/06/2023;189;16;7;16.37;114.59
752;25/05/2023;30;13;7;492.39;3446.73
753;04/04/2023;82;13;2;403.89;807.78
754;04/04/2023;149;55;5;;
755;26/04/2023;143;73;1;515.47;515.47
756;22/02/2023;128;52;4;514.76;2059.04
757;17/05/2023;182;1;1;854.45;854.45
758;09/01/2023;32;15;3;756.2;2268.6
759;16/05/2023;72;27;1;775.65;775.65
760;;42;62;1;614.66;614.66
761;20/06/2023;95;17;3;753.26;2259.78
762;26/03/2023;168;23;1;244.56;244.56
763;27/06/2023;102;37;8;393.45;3147.6
764;26/06/2023;115;11;3;529.49;1588.47
765;25/04/2023;194;63;8;39.8;318.4
766;05/06/2023;17;6;8;933.87;7470.96
767;28/01/2023;194;38;3;;
768;09/03/2023;177;43;7;603.63;4225.41
769;21/02/2023;58;32;4;963.73;3854.92
770;;188;83;1;709.18;709.18
771;14/04/2023;184;28;10;285.35;2853.5
772;17/02/2023;40;97;1;98.1;98.1
773;24/04/2023;132;38;8;939.61;7516.88
774;17/03/2023;31;88;9;247.59;2228.31
775;25/01/2023;34;67;7;968.4;6778.8
776;28/04/2023;73;26;10;14.98;149.8
777;10/01/2023;67;24;4;756.33;3025.32
778;27/01/2023;113;15;5;123.65;618.25
779;13/02/2023;26;47;3;220.32;660.96
780;;95;50;2;;
781;12/05/2023;87;48;4;759.89;3039.56
782;30/03/2023;66;30;7;115.99;811.93
783;25/03/2023;177;86;3;348.69;1046.07
784;26/04/2023;38;15;5;737.58;3687.9
785;29/06/2023;46;25;10;306.94;3069.4
786;02/05/2023;133;70;5;587.77;2938.85
787;18/04/2023;47;87;1;54.8;54.8
788;29/05/2023;104;23;4;585.6;2342.4
789;18/05/2023;89;52;3;416.75;1250.25
790;;61;64;1;91.91;91.91
791;24/02/2023;37;56;5;107.75;538.75
792;14/03/2023;59;2;6;222.55;1335.3
793;14/04/2023;188;51;1;;
793;14/04/2023;188;51;1;;
794;03/05/2023;200;63;7;180.8;1265.6
795;04/04/2023;103;95;6;429.31;2575.86
796;11/06/2023;31;52;10;436.92;4369.2
797;22/01/2023;40;1;9;695.09;6255.81
798;19/06/2023;149;79;1;146.51;146.51
799;09/04/2023;8;62;1;85.68;85.68
800;;90;13;1;334.9;334.9
800;;90;13;1;334.9;334.9
801;19/03/2023;173;6;1;836.25;836.25
802;13/03/2023;189;15;3;229.03;687.09
803;13/01/2023;159;35;6;764.26;4585.56
804;27/02/2023;49;23;6;682.41;4094.46
805;16/02/2023;5;90;9;605.67;5451.03
806;14/05/2023;198;59;4;;
807;17/01/2023;14;78;2;971.44;1942.88
808;29/04/2023;143;19;7;423.49;2964.43
809;27/05/2023;148;100;3;86.04;258.12
810;;176;44;3;409.18;1227.54
811;05/05/2023;145;71;8;326.46;2611.68
812;01/02/2023;164;13;2;114.82;229.64
813;22/05/2023;165;79;6;679.06;4074.36
814;24/05/2023;190;4;4;560.76;2243.04
815;31/01/2023;3;8;10;176.52;1765.2
816;08/06/2023;45;66;8;968.99;7751.92
817;18/04/2023;115;57;8;59.71;477.68
818;26/05/2023;114;69;3;100.46;301.38
819;16/06/2023;60;98;5;;
820;;134;56;7;834.6;5842.2
821;18/04/2023;4;93;10;244.77;2447.7
822;16/04/2023;146;15;7;505.47;3538.29
823;06/01/2023;112;63;8;552.0;4416.0
824;12/02/2023;145;96;3;830.2;2490.6
825;22/03/2023;41;83;4;331.1;1324.4
826;04/02/2023;22;65;5;858.62;4293.1
827;11/01/2023;3;9;4;388.43;1553.72
828;18/01/2023;113;73;7;465.05;3255.35
829;05/05/2023;175;69;7;75.04;525.28
830;;30;25;4;550.99;2203.96
831;22/04/2023;25;74;2;179.23;358.46
832;27/02/2023;94;41;10;;
833;26/04/2023;48;98;9;665.1;5985.9
834;11/01/2023;85;21;10;241.47;2414.7
835;06/05/2023;64;2;6;974.94;5849.64
836;23/02/2023;75;16;9;425.43;3828.87
837;31/03/2023;144;6;1;19.59;19.59
838;24/06/2023;48;42;9;789.5;7105.5
839;10/05/2023;59;27;4;974.06;3896.24
840;;111;46;8;905.2;7241.6
841;21/05/2023;43;17;8;102.26;818.08
842;08/01/2023;69;90;1;233.82;233.82
843;03/04/2023;175;76;4;455.56;1822.24
844;24/05/2023;14;74;5;92.69;463.45
845;29/06/2023;124;37;7;;
846;24/06/2023;174;52;3;489.55;1468.65
847;21/01/2023;64;37;3;224.09;672.27
848;28/05/2023;25;70;7;162.36;1136.52
849;16/01/2023;146;69;4;413.64;1654.56
850;;45;19;6;44.33;265.98
851;20/06/2023;62;93;7;804.82;5633.74
852;29/06/2023;111;36;4;887.23;3548.92
853;27/05/2023;38;70;9;237.69;2139.21
854;28/05/2023;9;32;4;675.66;2702.64
855;05/01/2023;148;87;4;114.54;458.16
856;09/03/2023;44;34;5;91.2;456.0
857;05/04/2023;135;68;10;450.08;4500.8
858;08/06/2023;128;35;3;;
859;08/06/2023;83;95;9;512.01;4608.09
860;;187;10;5;770.33;3851.65
861;17/01/2023;96;16;2;622.58;1245.16
862;17/04/2023;88;1;7;935.09;6545.63
862;17/04/2023;88;1;7;935.09;6545.63
863;12/03/2023;154;50;7;108.55;759.85
864;02/04/2023;65;47;1;891.01;891.01
865;10/05/2023;106;24;5;767.71;3838.55
866;03/06/2023;40;50;4;111.81;447.24
867;27/01/2023;113;54;3;331.09;993.27
868;10/05/2023;60;54;2;768.17;1536.34
869;25/01/2023;96;10;4;283.16;1132.64
870;;77;42;10;241.0;2410.0
871;22/01/2023;185;84;5;;
872;10/02/2023;80;34;2;54.55;109.1
873;12/01/2023;168;73;10;598.2;5982.0
874;06/04/2023;176;20;10;23.55;235.5
875;06/03/2023;179;36;7;635.06;4445.42
876;10/05/2023;159;57;8;497.67;3981.36
877;12/01/2023;101;28;2;59.91;119.82
878;24/01/2023;149;10;4;568.28;2273.12
879;22/05/2023;162;58;5;604.9;3024.5
880;;36;45;6;151.85;911.1
881;07/05/2023;80;61;4;729.57;2918.28
882;06/04/2023;161;45;4;609.43;2437.72
883;07/02/2023;195;23;4;618.34;2473.36
884;29/05/2023;104;78;5;;
885;20/05/2023;144;81;7;26.08;182.56
886;15/02/2023;32;15;7;561.01;3927.07
887;13/02/2023;98;5;1;833.2;833.2
888;03/05/2023;79;43;4;648.45;2593.8
889;09/04/2023;17;92;1;23.5;23.5
890;;190;87;3;156.74;470.22
891;04/02/2023;133;73;8;895.46;7163.68
892;05/04/2023;22;66;6;814.14;4884.84
893;30/03/2023;72;1;5;394.84;1974.2
894;06/04/2023;75;39;4;146.64;586.56
895;06/06/2023;54;90;6;449.66;2697.96
896;07/05/2023;58;53;3;892.41;2677.23
896;07/05/2023;58;53;3;892.41;2677.23
897;22/03/2023;194;29;1;;
898;29/01/2023;112;51;4;685.37;2741.48
899;12/06/2023;197;91;1;636.07;636.07
900;;73;39;4;703.61;2814.44
901;19/01/2023;102;91;4;431.68;1726.72
902;21/02/2023;111;53;9;291.7;2625.3
903;11/02/2023;90;26;6;240.22;1441.32
904;05/06/2023;137;20;7;589.71;4127.97
905;08/02/2023;179;12;8;66.46;531.68
906;03/06/2023;42;27;7;241.4;1689.8
907;19/01/2023;192;6;6;527.98;3167.88
908;19/06/2023;65;99;4;314.69;1258.76
909;21/02/2023;118;47;8;549.32;4394.56
910;;7;11;8;;
911;02/06/2023;140;26;7;471.52;3300.64
912;20/06/2023;51;37;6;560.9;3365.4
913;01/05/2023;13;89;5;322.62;1613.1
914;26/04/2023;118;4;6;309.99;1859.94
915;02/05/2023;11;92;1;679.34;679.34
916;22/06/2023;23;28;6;554.97;3329.82
917;23/02/2023;29;83;9;384.06;3456.54
918;19/03/2023;35;30;1;510.87;510.87
919;07/06/2023;93;45;1;115.27;115.27
920;;102;47;8;985.95;7887.6
921;15/06/2023;64;87;5;447.61;2238.05
921;15/06/2023;64;87;5;447.61;2238.05
922;22/01/2023;81;82;9;941.1;8469.9
923;18/06/2023;74;10;1;;
924;05/05/2023;50;91;9;605.79;5452.11
925;11/06/2023;4;17;4;304.39;1217.56
926;04/01/2023;1;71;4;216.74;866.96
927;04/02/2023;8;24;2;873.19;1746.38
928;03/05/2023;43;27;3;302.51;907.53
929;06/06/2023;16;99;9;402.35;3621.15
930;;39;48;4;618.26;2473.04
931;12/05/2023;30;30;10;475.22;4752.2
932;18/04/2023;12;94;6;482.07;2892.42
933;01/01/2023;127;58;4;785.63;3142.52
934;14/05/2023;70;44;10;971.23;9712.3
935;19/01/2023;101;18;8;803.67;6429.36
936;30/01/2023;170;33;5;;
937;28/04/2023;94;27;10;811.58;8115.8
938;29/05/2023;76;29;7;982.7;6878.9
939;27/04/2023;15;2;1;571.22;571.22
940;;172;54;4;33.87;135.48
941;20/06/2023;166;37;2;603.47;1206.94
942;05/04/2023;122;11;10;448.15;4481.5
943;23/04/2023;98;93;4;207.42;829.68
944;21/06/2023;127;6;8;559.14;4473.12
945;26/03/2023;55;16;10;786.56;7865.6
946;28/06/2023;119;49;7;609.04;4263.28
947;30/05/2023;160;69;9;30.81;277.29
948;22/02/2023;187;74;7;789.86;5529.02
949;02/05/2023;15;71;7;;
950;;92;29;3;192.61;577.83
950;;92;29;3;192.61;577.83
951;21/04/2023;38;77;3;60.64;181.92
952;08/01/2023;122;84;3;884.73;2654.19
953;14/02/2023;136;87;4;17.26;69.04
954;01/03/2023;78;77;3;879.25;2637.75
955;15/01/2023;71;98;5;58.21;291.05
956;23/04/2023;172;1;9;903.74;8133.66
957;20/04/2023;200;56;10;946.51;9465.1
958;12/01/2023;89;81;1;86.42;86.42
959;19/03/2023;169;36;10;759.19;7591.9
960;;134;69;9;68.51;616.59
961;21/05/2023;43;78;9;151.13;1360.17
962;28/02/2023;188;63;2;;
963;25/02/2023;155;32;9;64.86;583.74
964;09/03/2023;46;98;9;421.29;3791.61
965;06/01/2023;24;48;3;968.12;2904.36
966;13/01/2023;197;25;7;399.22;2794.54
967;21/04/2023;82;66;4;187.24;748.96
968;24/04/2023;175;63;10;551.46;5514.6
969;27/05/2023;35;53;2;631.47;1262.94
970;;118;45;10;875.56;8755.6
971;20/02/2023;171;86;8;405.34;3242.72
972;19/01/2023;82;76;7;26.51;185.57
973;02/02/2023;147;28;7;279.92;1959.44
974;26/06/2023;37;26;4;867.76;3471.04
975;08/04/2023;127;99;3;;
976;18/03/2023;126;87;8;553.1;4424.8
977;28/01/2023;163;60;6;68.59;411.54
978;26/03/2023;26;85;8;167.15;1337.2
979;14/05/2023;151;64;9;414.99;3734.91
980;;151;96;7;488.96;3422.72
981;29/05/2023;57;23;2;579.84;1159.68
982;16/02/2023;168;51;2;78.46;156.92
983;25/06/2023;84;91;10;478.3;4783.0
984;19/04/2023;57;31;6;337.26;2023.56
985;22/04/2023;45;77;5;737.67;3688.35
986;11/04/2023;117;92;1;141.85;141.85
987;25/01/2023;58;41;1;697.08;697.08
988;16/03/2023;38;6;6;;
989;27/04/2023;99;97;2;942.06;1884.12
990;;192;88;8;40.62;324.96
990;;192;88;8;40.62;324.96
991;02/06/2023;173;49;3;897.61;2692.83
992;27/05/2023;151;83;2;891.75;1783.5
993;14/03/2023;129;42;9;752.36;6771.24
994;21/03/2023;104;55;3;172.97;518.91
994;21/03/2023;104;55;3;172.97;518.91
995;05/05/2023;45;6;2;313.35;626.7
996;06/04/2023;105;48;5;432.23;2161.15
997;10/01/2023;30;18;7;725.84;5080.88
998;14/03/2023;15;4;8;406.31;3250.48
999;17/05/2023;154;4;8;672.19;5377.52
1000;;99;52;1;29.94;29.94
